Employee_ID,Date,Shift,Check_In,Check_Out,Hours_Worked,OT_Hours,Status
Emp_002,2024-01-05,Early,2024-01-05 06:45:00,2024-01-05 14:30:00,7.75,0.0,Work
Emp_002,2024-01-06,Early,,,0.0,0.0,Weekend
Emp_002,2024-01-07,Early,,,0.0,0.0,Weekend
Emp_002,2024-01-08,Early,2024-01-08 06:47:00,2024-01-08 14:48:00,8.02,0.02,Work
Emp_002,2024-01-09,Early,2024-01-09 07:14:00,2024-01-09 15:19:00,8.08,0.08,Work
Emp_002,2024-01-10,Early,2024-01-10 07:12:00,2024-01-10 18:03:23,10.86,2.86,Work
Emp_002,2024-01-11,Early,2024-01-11 07:05:00,2024-01-11 15:17:00,8.2,0.2,Work
Emp_002,2024-01-12,Early,2024-01-12 07:15:00,2024-01-12 15:22:00,8.12,0.12,Work
Emp_002,2024-01-13,Early,,,0.0,0.0,Weekend
Emp_002,2024-01-14,Early,,,0.0,0.0,Weekend
Emp_002,2024-01-15,Early,,,0.0,0.0,Holiday
Emp_002,2024-01-16,Early,2024-01-16 06:54:00,2024-01-16 15:04:00,8.17,0.17,Work
Emp_002,2024-01-17,Early,2024-01-17 06:58:00,2024-01-17 17:11:48,10.23,2.23,Work
Emp_002,2024-01-18,Early,2024-01-18 06:46:00,2024-01-18 14:40:00,7.9,0.0,Work
Emp_002,2024-01-19,Early,2024-01-19 07:01:00,2024-01-19 14:54:00,7.88,0.0,Work
Emp_002,2024-01-20,Early,,,0.0,0.0,Weekend
Emp_002,2024-01-21,Early,,,0.0,0.0,Weekend
Emp_002,2024-01-22,Early,2024-01-22 07:07:00,2024-01-22 15:09:00,8.03,0.03,Work
Emp_002,2024-01-23,Early,2024-01-23 06:57:00,2024-01-23 15:57:37,9.01,1.01,Work
Emp_002,2024-01-24,Early,2024-01-24 07:04:00,2024-01-24 15:02:00,7.97,0.0,Work
Emp_002,2024-01-25,Early,2024-01-25 06:56:00,2024-01-25 14:55:00,7.98,0.0,Work
Emp_002,2024-01-26,Early,2024-01-26 06:46:00,2024-01-26 15:01:00,8.25,0.25,Work
Emp_002,2024-01-27,Early,2024-01-27 07:09:00,2024-01-27 11:09:00,4.0,4.0,Weekend OT
Emp_002,2024-01-28,Early,,,0.0,0.0,Weekend
Emp_002,2024-01-29,Early,2024-01-29 07:06:00,2024-01-29 15:12:00,8.1,0.1,Work
Emp_002,2024-01-30,Early,2024-01-30 06:54:00,2024-01-30 15:00:00,8.1,0.1,Work
Emp_002,2024-01-31,Early,2024-01-31 06:49:00,2024-01-31 14:54:00,8.08,0.08,Work
Emp_002,2024-02-01,Early,2024-02-01 06:56:00,2024-02-01 14:44:00,7.8,0.0,Work
Emp_002,2024-02-02,Early,2024-02-02 07:04:00,2024-02-02 14:51:00,7.78,0.0,Work
Emp_002,2024-02-03,Early,,,0.0,0.0,Weekend
Emp_002,2024-02-04,Early,,,0.0,0.0,Weekend
Emp_002,2024-02-05,Early,2024-02-05 07:12:00,2024-02-05 15:15:00,8.05,0.05,Work
Emp_002,2024-02-06,Early,2024-02-06 07:15:00,2024-02-06 15:25:00,8.17,0.17,Work
Emp_002,2024-02-07,Early,2024-02-07 06:49:00,2024-02-07 15:58:42,9.16,1.16,Work
Emp_002,2024-02-08,Early,2024-02-08 06:56:00,2024-02-08 15:06:00,8.17,0.17,Work
Emp_002,2024-02-09,Early,2024-02-09 06:59:00,2024-02-09 15:13:00,8.23,0.23,Work
Emp_002,2024-02-10,Early,2024-02-10 07:09:00,2024-02-10 11:09:00,4.0,4.0,Weekend OT
Emp_002,2024-02-11,Early,,,0.0,0.0,Weekend
Emp_002,2024-02-12,Early,2024-02-12 07:00:00,2024-02-12 15:15:00,8.25,0.25,Work
Emp_002,2024-02-13,Early,2024-02-13 07:13:00,2024-02-13 15:09:00,7.93,0.0,Work
Emp_002,2024-02-14,Early,2024-02-14 07:03:00,2024-02-14 15:12:00,8.15,0.15,Work
Emp_002,2024-02-15,Early,2024-02-15 07:12:00,2024-02-15 16:16:53,9.08,1.08,Work
Emp_002,2024-02-16,Early,2024-02-16 07:04:00,2024-02-16 16:06:03,9.03,1.03,Work
Emp_002,2024-02-17,Early,,,0.0,0.0,Weekend
Emp_002,2024-02-18,Early,,,0.0,0.0,Weekend
Emp_002,2024-02-19,Early,,,0.0,0.0,Holiday
Emp_002,2024-02-20,Early,2024-02-20 07:14:00,2024-02-20 15:21:00,8.12,0.12,Work
Emp_002,2024-02-21,Early,,,0.0,0.0,Leave
Emp_002,2024-02-22,Early,2024-02-22 06:48:00,2024-02-22 16:32:57,9.75,1.75,Work
Emp_002,2024-02-23,Early,2024-02-23 07:10:00,2024-02-23 15:18:00,8.13,0.13,Work
Emp_002,2024-02-24,Early,,,0.0,0.0,Weekend
Emp_002,2024-02-25,Early,,,0.0,0.0,Weekend
Emp_002,2024-02-26,Early,2024-02-26 07:07:00,2024-02-26 15:19:00,8.2,0.2,Work
Emp_002,2024-02-27,Early,2024-02-27 07:11:00,2024-02-27 15:07:00,7.93,0.0,Work
Emp_002,2024-02-28,Early,2024-02-28 07:12:00,2024-02-28 17:49:20,10.62,2.62,Work
Emp_002,2024-02-29,Early,2024-02-29 06:56:00,2024-02-29 14:41:00,7.75,0.0,Work
Emp_002,2024-03-01,Early,2024-03-01 06:55:00,2024-03-01 16:03:19,9.14,1.14,Work
Emp_002,2024-03-02,Early,,,0.0,0.0,Weekend
Emp_002,2024-03-03,Early,2024-03-03 07:03:00,2024-03-03 11:03:00,4.0,4.0,Weekend OT
Emp_002,2024-03-04,Early,2024-03-04 07:07:00,2024-03-04 16:45:16,9.64,1.64,Work
Emp_002,2024-03-05,Early,2024-03-05 07:10:00,2024-03-05 15:13:00,8.05,0.05,Work
Emp_002,2024-03-06,Early,2024-03-06 06:48:00,2024-03-06 14:50:00,8.03,0.03,Work
Emp_002,2024-03-07,Early,2024-03-07 07:13:00,2024-03-07 17:03:09,9.84,1.84,Work
Emp_002,2024-03-08,Early,2024-03-08 06:48:00,2024-03-08 17:18:04,10.5,2.5,Work
Emp_002,2024-03-09,Early,,,0.0,0.0,Weekend
Emp_002,2024-03-10,Early,,,0.0,0.0,Weekend
Emp_002,2024-03-11,Early,2024-03-11 07:02:00,2024-03-11 15:10:00,8.13,0.13,Work
Emp_002,2024-03-12,Early,2024-03-12 06:49:00,2024-03-12 14:56:00,8.12,0.12,Work
Emp_002,2024-03-13,Early,2024-03-13 07:09:00,2024-03-13 15:23:00,8.23,0.23,Work
Emp_002,2024-03-14,Early,2024-03-14 07:14:00,2024-03-14 15:23:00,8.15,0.15,Work
Emp_002,2024-03-15,Early,2024-03-15 07:11:00,2024-03-15 16:17:25,9.11,1.11,Work
Emp_002,2024-03-16,Early,,,0.0,0.0,Weekend
Emp_002,2024-03-17,Early,,,0.0,0.0,Weekend
Emp_002,2024-03-18,Early,2024-03-18 07:12:00,2024-03-18 15:16:00,8.07,0.07,Work
Emp_002,2024-03-19,Early,2024-03-19 06:59:00,2024-03-19 16:10:00,9.18,1.18,Work
Emp_002,2024-03-20,Early,2024-03-20 07:04:00,2024-03-20 14:52:00,7.8,0.0,Work
Emp_002,2024-03-21,Early,2024-03-21 07:00:00,2024-03-21 14:57:00,7.95,0.0,Work
Emp_002,2024-03-22,Early,2024-03-22 07:10:00,2024-03-22 17:15:56,10.1,2.1,Work
Emp_002,2024-03-23,Early,,,0.0,0.0,Weekend
Emp_002,2024-03-24,Early,,,0.0,0.0,Weekend
Emp_002,2024-03-25,Early,2024-03-25 07:02:00,2024-03-25 14:55:00,7.88,0.0,Work
Emp_002,2024-03-26,Early,2024-03-26 06:56:00,2024-03-26 14:46:00,7.83,0.0,Work
Emp_002,2024-03-27,Early,2024-03-27 06:57:00,2024-03-27 14:50:00,7.88,0.0,Work
Emp_002,2024-03-28,Early,2024-03-28 07:10:00,2024-03-28 17:11:35,10.03,2.03,Work
Emp_002,2024-03-29,Early,2024-03-29 06:52:00,2024-03-29 14:37:00,7.75,0.0,Work
Emp_002,2024-03-30,Early,,,0.0,0.0,Weekend
Emp_002,2024-03-31,Early,,,0.0,0.0,Weekend
Emp_003,2024-01-01,Early,,,0.0,0.0,Holiday
Emp_003,2024-01-02,Early,2024-01-02 06:57:00,2024-01-02 14:47:00,7.83,0.0,Work
Emp_003,2024-01-03,Early,2024-01-03 07:03:00,2024-01-03 15:09:00,8.1,0.1,Work
Emp_003,2024-01-04,Early,2024-01-04 06:54:00,2024-01-04 14:45:00,7.85,0.0,Work
Emp_003,2024-01-05,Early,2024-01-05 06:57:00,2024-01-05 16:53:14,9.94,1.94,Work
Emp_003,2024-01-06,Early,2024-01-06 07:12:00,2024-01-06 11:12:00,4.0,4.0,Weekend OT
Emp_003,2024-01-07,Early,,,0.0,0.0,Weekend
Emp_003,2024-01-08,Early,2024-01-08 06:51:00,2024-01-08 14:48:00,7.95,0.0,Work
Emp_003,2024-01-09,Early,2024-01-09 07:09:00,2024-01-09 15:10:00,8.02,0.02,Work
Emp_003,2024-01-10,Early,2024-01-10 06:45:00,2024-01-10 14:35:00,7.83,0.0,Work
Emp_003,2024-01-11,Early,2024-01-11 06:57:00,2024-01-11 15:10:00,8.22,0.22,Work
Emp_003,2024-01-12,Early,2024-01-12 07:00:00,2024-01-12 14:55:00,7.92,0.0,Work
Emp_003,2024-01-13,Early,,,0.0,0.0,Weekend
Emp_003,2024-01-14,Early,,,0.0,0.0,Weekend
Emp_003,2024-01-15,Early,,,0.0,0.0,Holiday
Emp_003,2024-01-16,Early,2024-01-16 07:09:00,2024-01-16 15:02:00,7.88,0.0,Work
Emp_003,2024-01-17,Early,2024-01-17 06:59:00,2024-01-17 15:04:00,8.08,0.08,Work
Emp_003,2024-01-18,Early,2024-01-18 06:47:00,2024-01-18 14:56:00,8.15,0.15,Work
Emp_003,2024-01-19,Early,2024-01-19 06:54:00,2024-01-19 14:46:00,7.87,0.0,Work
Emp_003,2024-01-20,Early,,,0.0,0.0,Weekend
Emp_003,2024-01-21,Early,,,0.0,0.0,Weekend
Emp_003,2024-01-22,Early,2024-01-22 07:10:00,2024-01-22 17:05:38,9.93,1.93,Work
Emp_003,2024-01-23,Early,2024-01-23 07:02:00,2024-01-23 14:51:00,7.82,0.0,Work
Emp_003,2024-01-24,Early,2024-01-24 07:11:00,2024-01-24 15:12:00,8.02,0.02,Work
Emp_003,2024-01-25,Early,2024-01-25 07:05:00,2024-01-25 15:17:00,8.2,0.2,Work
Emp_003,2024-01-26,Early,2024-01-26 06:57:00,2024-01-26 15:10:00,8.22,0.22,Work
Emp_003,2024-01-27,Early,,,0.0,0.0,Weekend
Emp_003,2024-01-28,Early,,,0.0,0.0,Weekend
Emp_003,2024-01-29,Early,2024-01-29 07:09:00,2024-01-29 15:17:00,8.13,0.13,Work
Emp_003,2024-01-30,Early,2024-01-30 07:11:00,2024-01-30 16:14:09,9.05,1.05,Work
Emp_003,2024-01-31,Early,2024-01-31 06:45:00,2024-01-31 14:44:00,7.98,0.0,Work
Emp_003,2024-02-01,Early,2024-02-01 07:05:00,2024-02-01 15:14:00,8.15,0.15,Work
Emp_003,2024-02-02,Early,2024-02-02 07:11:00,2024-02-02 14:56:00,7.75,0.0,Work
Emp_003,2024-02-03,Early,,,0.0,0.0,Weekend
Emp_003,2024-02-04,Early,,,0.0,0.0,Weekend
Emp_003,2024-02-05,Early,2024-02-05 07:00:00,2024-02-05 17:23:00,10.38,2.38,Work
Emp_003,2024-02-06,Early,2024-02-06 06:49:00,2024-02-06 14:54:00,8.08,0.08,Work
Emp_003,2024-02-07,Early,2024-02-07 07:05:00,2024-02-07 14:59:00,7.9,0.0,Work
Emp_003,2024-02-08,Early,2024-02-08 07:05:00,2024-02-08 15:03:00,7.97,0.0,Work
Emp_003,2024-02-09,Early,2024-02-09 06:57:00,2024-02-09 15:11:00,8.23,0.23,Work
Emp_003,2024-02-10,Early,,,0.0,0.0,Weekend
Emp_003,2024-02-11,Early,,,0.0,0.0,Weekend
Emp_003,2024-02-12,Early,,,0.0,0.0,Leave
Emp_003,2024-02-13,Early,2024-02-13 06:51:00,2024-02-13 14:37:00,7.77,0.0,Work
Emp_003,2024-02-14,Early,2024-02-14 06:47:00,2024-02-14 14:43:00,7.93,0.0,Work
Emp_003,2024-02-15,Early,2024-02-15 06:56:00,2024-02-15 15:10:00,8.23,0.23,Work
Emp_003,2024-02-16,Early,2024-02-16 07:01:00,2024-02-16 16:04:27,9.06,1.06,Work
Emp_003,2024-02-17,Early,,,0.0,0.0,Weekend
Emp_003,2024-02-18,Early,,,0.0,0.0,Weekend
Emp_003,2024-02-19,Early,,,0.0,0.0,Holiday
Emp_003,2024-02-20,Early,2024-02-20 07:03:00,2024-02-20 15:15:00,8.2,0.2,Work
Emp_003,2024-02-21,Early,2024-02-21 07:02:00,2024-02-21 15:16:00,8.23,0.23,Work
Emp_003,2024-02-22,Early,2024-02-22 07:03:00,2024-02-22 15:07:00,8.07,0.07,Work
Emp_003,2024-02-23,Early,2024-02-23 06:45:00,2024-02-23 14:57:00,8.2,0.2,Work
Emp_003,2024-02-24,Early,,,0.0,0.0,Weekend
Emp_003,2024-02-25,Early,,,0.0,0.0,Weekend
Emp_003,2024-02-26,Early,2024-02-26 07:13:00,2024-02-26 18:04:11,10.85,2.85,Work
Emp_003,2024-02-27,Early,2024-02-27 07:12:00,2024-02-27 16:17:30,9.09,1.09,Work
Emp_003,2024-02-28,Early,2024-02-28 06:46:00,2024-02-28 14:41:00,7.92,0.0,Work
Emp_003,2024-02-29,Early,2024-02-29 06:55:00,2024-02-29 16:10:27,9.26,1.26,Work
Emp_003,2024-03-01,Early,2024-03-01 07:15:00,2024-03-01 15:15:00,8.0,0.0,Work
Emp_003,2024-03-02,Early,,,0.0,0.0,Weekend
Emp_003,2024-03-03,Early,,,0.0,0.0,Weekend
Emp_003,2024-03-04,Early,2024-03-04 06:47:00,2024-03-04 14:58:00,8.18,0.18,Work
Emp_003,2024-03-05,Early,2024-03-05 07:02:00,2024-03-05 15:05:00,8.05,0.05,Work
Emp_003,2024-03-06,Early,,,0.0,0.0,Leave
Emp_003,2024-03-07,Early,2024-03-07 07:12:00,2024-03-07 15:18:00,8.1,0.1,Work
Emp_003,2024-03-08,Early,2024-03-08 06:45:00,2024-03-08 14:41:00,7.93,0.0,Work
Emp_003,2024-03-09,Early,,,0.0,0.0,Weekend
Emp_003,2024-03-10,Early,,,0.0,0.0,Weekend
Emp_003,2024-03-11,Early,2024-03-11 06:57:00,2024-03-11 15:07:00,8.17,0.17,Work
Emp_003,2024-03-12,Early,2024-03-12 07:09:00,2024-03-12 15:17:00,8.13,0.13,Work
Emp_003,2024-03-13,Early,2024-03-13 07:15:00,2024-03-13 15:16:00,8.02,0.02,Work
Emp_003,2024-03-14,Early,2024-03-14 06:45:00,2024-03-14 16:56:40,10.19,2.19,Work
Emp_003,2024-03-15,Early,2024-03-15 06:59:00,2024-03-15 15:05:00,8.1,0.1,Work
Emp_003,2024-03-16,Early,,,0.0,0.0,Weekend
Emp_003,2024-03-17,Early,,,0.0,0.0,Weekend
Emp_003,2024-03-18,Early,2024-03-18 06:46:00,2024-03-18 14:44:00,7.97,0.0,Work
Emp_003,2024-03-19,Early,2024-03-19 07:03:00,2024-03-19 15:02:00,7.98,0.0,Work
Emp_003,2024-03-20,Early,2024-03-20 06:55:00,2024-03-20 14:52:00,7.95,0.0,Work
Emp_003,2024-03-21,Early,2024-03-21 06:50:00,2024-03-21 14:49:00,7.98,0.0,Work
Emp_003,2024-03-22,Early,2024-03-22 07:07:00,2024-03-22 15:01:00,7.9,0.0,Work
Emp_003,2024-03-23,Early,,,0.0,0.0,Weekend
Emp_003,2024-03-24,Early,,,0.0,0.0,Weekend
Emp_003,2024-03-25,Early,2024-03-25 07:14:00,2024-03-25 18:00:51,10.78,2.78,Work
Emp_003,2024-03-26,Early,2024-03-26 06:48:00,2024-03-26 14:41:00,7.88,0.0,Work
Emp_003,2024-03-27,Early,2024-03-27 06:59:00,2024-03-27 15:05:00,8.1,0.1,Work
Emp_003,2024-03-28,Early,2024-03-28 06:52:00,2024-03-28 14:48:00,7.93,0.0,Work
Emp_003,2024-03-29,Early,2024-03-29 06:53:00,2024-03-29 14:57:00,8.07,0.07,Work
Emp_003,2024-03-30,Early,,,0.0,0.0,Weekend
Emp_003,2024-03-31,Early,,,0.0,0.0,Weekend
Emp_004,2024-01-01,Late,,,0.0,0.0,Holiday
Emp_004,2024-01-02,Late,2024-01-02 10:57:00,2024-01-02 19:06:00,8.15,0.15,Work
Emp_004,2024-01-03,Late,2024-01-03 11:06:00,2024-01-03 18:56:00,7.83,0.0,Work
Emp_004,2024-01-04,Late,2024-01-04 10:48:00,2024-01-04 19:02:00,8.23,0.23,Work
Emp_004,2024-01-05,Late,2024-01-05 11:15:00,2024-01-05 21:56:04,10.68,2.68,Work
Emp_004,2024-01-06,Late,2024-01-06 11:15:00,2024-01-06 15:15:00,4.0,4.0,Weekend OT
Emp_004,2024-01-07,Late,,,0.0,0.0,Weekend
Emp_004,2024-01-08,Late,2024-01-08 11:15:00,2024-01-08 19:19:00,8.07,0.07,Work
Emp_004,2024-01-09,Late,2024-01-09 10:48:00,2024-01-09 21:45:00,10.95,2.95,Work
Emp_004,2024-01-10,Late,2024-01-10 10:50:00,2024-01-10 18:59:00,8.15,0.15,Work
Emp_004,2024-01-11,Late,2024-01-11 10:55:00,2024-01-11 18:58:00,8.05,0.05,Work
Emp_004,2024-01-12,Late,2024-01-12 10:49:00,2024-01-12 20:27:50,9.65,1.65,Work
Emp_004,2024-01-13,Late,,,0.0,0.0,Weekend
Emp_004,2024-01-14,Late,,,0.0,0.0,Weekend
Emp_004,2024-01-15,Late,,,0.0,0.0,Holiday
Emp_004,2024-01-16,Late,2024-01-16 10:59:00,2024-01-16 18:57:00,7.97,0.0,Work
Emp_004,2024-01-17,Late,2024-01-17 10:49:00,2024-01-17 19:04:00,8.25,0.25,Work
Emp_004,2024-01-18,Late,2024-01-18 10:55:00,2024-01-18 18:45:00,7.83,0.0,Work
Emp_004,2024-01-19,Late,2024-01-19 10:54:00,2024-01-19 18:48:00,7.9,0.0,Work
Emp_004,2024-01-20,Late,,,0.0,0.0,Weekend
Emp_004,2024-01-21,Late,,,0.0,0.0,Weekend
Emp_004,2024-01-22,Late,2024-01-22 10:45:00,2024-01-22 19:45:19,9.01,1.01,Work
Emp_004,2024-01-23,Late,2024-01-23 10:59:00,2024-01-23 19:06:00,8.12,0.12,Work
Emp_004,2024-01-24,Late,2024-01-24 11:15:00,2024-01-24 19:29:00,8.23,0.23,Work
Emp_004,2024-01-25,Late,2024-01-25 11:02:00,2024-01-25 21:29:42,10.46,2.46,Work
Emp_004,2024-01-26,Late,2024-01-26 10:56:00,2024-01-26 18:41:00,7.75,0.0,Work
Emp_004,2024-01-27,Late,,,0.0,0.0,Weekend
Emp_004,2024-01-28,Late,,,0.0,0.0,Weekend
